b	switch	start	end	contig
14901	0	1709469	1710575	Ctg001
14951	0	1710575	1711352	Ctg001
15001	0	1711352	1712204	Ctg001
15051	0	1712204	1712769	Ctg001
15101	0	1712769	1712973	Ctg001
15151	0	1712973	1713622	Ctg001
15201	0	1713622	1715454	Ctg001
15251	0	1715454	1716507	Ctg001
15301	0	1716507	1717454	Ctg001
15351	0	1717454	1717974	Ctg001
15401	0	1717974	1718473	Ctg001
15451	0	1718662	1719618	Ctg001
15501	0	1719618	1720530	Ctg001
15551	0	1720530	1721719	Ctg001
15601	0	1721719	1722442	Ctg001
15651	0	1722442	1734749	Ctg001
15701	0	1734749	1735126	Ctg001
15751	0	1735126	1735566	Ctg001
15801	0	1735566	1736729	Ctg001
15851	0	1736729	1740277	Ctg001
15901	0	1740277	1741794	Ctg001
15951	0	1741794	1743280	Ctg001
16001	0	1743514	1744365	Ctg001
16051	0	1744437	1745464	Ctg001
16101	0	1745464	1746610	Ctg001
16151	0	1746610	1747276	Ctg001
16201	0	1747276	1748448	Ctg001
16251	0	1748448	1750701	Ctg001
16301	0	1750701	1751332	Ctg001
16351	0	1751332	1753029	Ctg001
16401	0	1753029	1755386	Ctg001
16451	0	1755386	1757386	Ctg001
16501	0	1757386	1758971	Ctg001
16551	0	1758971	1761059	Ctg001
16601	0	1761059	1761719	Ctg001
16651	0	1761719	1764199	Ctg001
16701	0	1764239	1765276	Ctg001
16751	0	1765276	1766313	Ctg001
16801	0	1766313	1767798	Ctg001
16851	0	1767798	1768873	Ctg001
16901	0	1768873	1769378	Ctg001
16951	0	1769378	1771590	Ctg001
17001	0	1771590	1772321	Ctg001
17051	0	1772321	1772813	Ctg001
17101	0	1772813	1772965	Ctg001
17151	0	1772965	1774025	Ctg001
17201	0	1774073	1774882	Ctg001
17251	0	1774882	1776488	Ctg001
17301	0	1776488	1776869	Ctg001
17351	0	1776869	1777164	Ctg001
17401	0	1777164	1777491	Ctg001
17451	0	1777491	1778026	Ctg001
17501	0	1778026	1778814	Ctg001
17551	0	1778814	1782388	Ctg001
17601	0	1782388	1783498	Ctg001
17651	0	1783498	1785511	Ctg001
17701	0	1785511	1786114	Ctg001
17751	0	1786114	1787970	Ctg001
17801	0	1788039	1788863	Ctg001
17851	0	1788863	1789493	Ctg001
17901	0	1789636	1790946	Ctg001
17951	0	1790946	1792007	Ctg001
18001	0	1792007	1792901	Ctg001
18051	0	1792901	1795671	Ctg001
18101	0	1795671	1797230	Ctg001
18151	0	1797230	1798852	Ctg001
18201	0	1798852	1800093	Ctg001
18251	0	1800137	1801081	Ctg001
18301	0	1801094	1801838	Ctg001
18351	0	1801996	1802735	Ctg001
18401	0	1802735	1803339	Ctg001
18451	0	1803339	1803910	Ctg001
18501	0	1803927	1805931	Ctg001
18551	0	1805931	1806761	Ctg001
18601	0	1806761	1807897	Ctg001
18651	0	1807897	1809352	Ctg001
18701	0	1809352	1810750	Ctg001
18751	0	1810750	1811157	Ctg001
18801	0	1811194	1812335	Ctg001
18851	0	1812376	1814309	Ctg001
18901	0	1814309	1816718	Ctg001
18951	0	1816718	1817980	Ctg001
19001	0	1817980	1819006	Ctg001
19051	0	1819006	1820041	Ctg001
19101	0	1820041	1820542	Ctg001
19151	0	1820542	1821321	Ctg001
19201	0	1821425	1823189	Ctg001
19251	0	1823189	1825578	Ctg001
19301	0	1825578	1827330	Ctg001
19351	0	1827330	1830985	Ctg001
19401	0	1831004	1832849	Ctg001
19451	0	1832849	1834167	Ctg001
19501	0	1834167	1835210	Ctg001
19551	0	1835210	1836315	Ctg001
19601	0	1836315	1837007	Ctg001
19651	0	1837007	1837693	Ctg001
19701	0	1837693	1838924	Ctg001
19751	0	1838924	1849279	Ctg001
19801	0	1849279	1850354	Ctg001
19851	0	1850354	1850789	Ctg001
19901	0	1850789	1851486	Ctg001
19951	0	1851486	1852231	Ctg001
20001	0	1852231	1855718	Ctg001
20051	0	1856021	1859466	Ctg001
20101	0	1859604	1862479	Ctg001
20151	0	1862479	1864863	Ctg001
20201	0	1864892	1867642	Ctg001
20251	0	1867715	1869191	Ctg001
20301	0	1869191	1871316	Ctg001
20351	0	1871316	1875271	Ctg001
20401	0	1875271	1878391	Ctg001
20451	0	1878545	1880740	Ctg001
20501	0	1880740	1883990	Ctg001
20551	0	1884068	1886293	Ctg001
20601	0	1886293	1888258	Ctg001
20651	0	1888312	1890988	Ctg001
20701	0	1891011	1892527	Ctg001
20751	0	1892599	1894948	Ctg001
20801	0	1894948	1898217	Ctg001
20851	0	1898419	1901188	Ctg001
20901	0	1901422	1902168	Ctg001
20951	0	1902168	1903616	Ctg001
21001	0	1903651	1905372	Ctg001
21051	0	1905385	1907794	Ctg001
21101	0	1907794	1909426	Ctg001
21151	0	1909426	1910681	Ctg001
21201	0	1910681	1911300	Ctg001
21251	0	1911300	1912196	Ctg001
21301	0	1912196	1913679	Ctg001
21351	0	1913679	1914906	Ctg001
21401	0	1914906	1916328	Ctg001
21451	0	1916328	1918056	Ctg001
21501	0	1918348	1920718	Ctg001
21551	0	1920718	1922240	Ctg001
21601	0	1922252	1922871	Ctg001
21651	0	1922924	1923639	Ctg001
21701	0	1923699	1924433	Ctg001
21751	0	1924696	1925561	Ctg001
21801	0	1925588	1926071	Ctg001
21851	0	1926071	1926819	Ctg001
21901	0	1927038	1928396	Ctg001
21951	0	1928396	1932348	Ctg001
22001	0	1932348	1932643	Ctg001
22051	0	1932643	1933112	Ctg001
22101	0	1933112	1933583	Ctg001
22151	0	1933583	1935835	Ctg001
22201	0	1935835	1941074	Ctg001
22251	0	1941074	1945633	Ctg001
22301	0	1945633	1946636	Ctg001
22351	0	1946656	1947114	Ctg001
22401	0	1947114	1948360	Ctg001
22451	0	1948360	1949565	Ctg001
22501	0	1949565	1952713	Ctg001
22551	0	1952713	1953725	Ctg001
22601	0	1953725	1954998	Ctg001
22651	0	1954998	1956562	Ctg001
22701	0	1956562	1957788	Ctg001
22751	0	1957788	1959007	Ctg001
22801	0	1959007	1960780	Ctg001
22851	0	1960780	1961451	Ctg001
22901	0	1961451	1962223	Ctg001
22951	0	1962223	1963335	Ctg001
23001	0	1963335	1964504	Ctg001
23051	0	1964504	1966054	Ctg001
23101	0	1966054	1966700	Ctg001
23151	0	1966700	1972008	Ctg001
23201	0	1972371	1973744	Ctg001
23251	0	1973744	1981743	Ctg001
23301	0	1981743	1985214	Ctg001
23351	0	1985214	1991045	Ctg001
23401	0	1991045	1995546	Ctg001
23451	0	1997868	1999935	Ctg001
23501	0	1999935	2005384	Ctg001
23551	0	2005384	2009279	Ctg001
23601	0	2009279	2011577	Ctg001
23651	0	2011577	2016924	Ctg001
23701	0	2017080	2024555	Ctg001
23751	0	2024555	2030080	Ctg001
23801	0	2030080	2037379	Ctg001
23851	0	2037379	2042640	Ctg001
23901	0	2042640	2047287	Ctg001
23951	0	2048084	2053793	Ctg001
24001	0	2053793	2058297	Ctg001
24051	0	2058297	2064972	Ctg001
24101	0	2064972	2068281	Ctg001
24151	0	2068281	2074556	Ctg001
24201	0	2075185	2078977	Ctg001
24251	0	2078977	2082958	Ctg001
24301	0	2082958	2093367	Ctg001
24351	0	2094524	2098263	Ctg001
24401	0	2098263	2100758	Ctg001
24451	0	2100758	2110107	Ctg001
24501	0	2110107	2124183	Ctg001
24551	0	2124183	2128242	Ctg001
24601	0	2128242	2133851	Ctg001
24651	0	2133851	2141545	Ctg001
24701	0	2141545	2148941	Ctg001
24751	0	2148941	2152647	Ctg001
24801	0	2152647	2158693	Ctg001
24851	0	2158693	2165081	Ctg001
24901	0	2165081	2175834	Ctg001
24951	0	2175834	2184036	Ctg001
25001	0	2184036	2192523	Ctg001
25051	0	2192523	2196056	Ctg001
25101	0	2196056	2201870	Ctg001
25151	0	2201870	2210466	Ctg001
25201	0	2210466	2216745	Ctg001
25251	0	2216745	2219475	Ctg001
25301	0	2219475	2227858	Ctg001
25351	0	2227858	2235103	Ctg001
25401	0	2235103	2237629	Ctg001
25451	0	2237629	2247025	Ctg001
25501	0	2247025	2249738	Ctg001
25551	0	2249738	2253824	Ctg001
25601	0	2253824	2256964	Ctg001
25651	0	2256964	2260270	Ctg001
25701	0	2260270	2263895	Ctg001
25751	0	2263895	2269333	Ctg001
25801	0	2269333	2279639	Ctg001
25851	0	2280070	2285764	Ctg001
25901	0	2285764	2293289	Ctg001
25951	0	2293289	2297796	Ctg001
26001	0	2297796	2303629	Ctg001
26051	0	2303629	2312174	Ctg001
26101	0	2312174	2316753	Ctg001
26151	0	2316753	2320307	Ctg001
26201	0	2320307	2331129	Ctg001
26251	0	2332421	2336367	Ctg001
26301	0	2336367	2342194	Ctg001
26351	0	2342194	2346270	Ctg001
26401	0	2346270	2351362	Ctg001
26451	0	2351362	2354439	Ctg001
26501	0	2354439	2363599	Ctg001
26551	0	2363599	2373974	Ctg001
26601	0	2373974	2385027	Ctg001
26651	0	2385027	2390241	Ctg001
26701	0	2390241	2394815	Ctg001
26751	0	2394815	2405851	Ctg001
26801	0	2405851	2413403	Ctg001
26851	0	2413403	2422965	Ctg001
26901	0	2422965	2425986	Ctg001
26951	0	2425986	2430401	Ctg001
27001	0	2430401	2443082	Ctg001
27051	0	2444979	2455351	Ctg001
27101	0	2455351	2461732	Ctg001
27151	0	2461732	2464573	Ctg001
27201	0	2464573	2472458	Ctg001
27251	0	2472458	2475224	Ctg001
27301	0	2475224	2480983	Ctg001
27351	0	2480983	2486868	Ctg001
27401	0	2486868	2492049	Ctg001
27451	0	2492049	2497975	Ctg001
27501	0	2497975	2500390	Ctg001
27551	0	2500390	2501828	Ctg001
27601	0	2501828	2503613	Ctg001
27651	0	2503613	2504895	Ctg001
27701	0	2504895	2505504	Ctg001
27751	0	2505504	2506607	Ctg001
27801	0	2506607	2507828	Ctg001
27851	0	2507828	2509092	Ctg001
27901	0	2509092	2510158	Ctg001
27951	0	2510411	2511505	Ctg001
28001	0	2511505	2512860	Ctg001
28051	0	2512915	2514161	Ctg001
28101	0	2514161	2526483	Ctg001
28151	0	2526483	2535373	Ctg001
28201	0	2535373	2541376	Ctg001
28251	0	2541376	2546296	Ctg001
28301	0	2546296	2549406	Ctg001
28351	0	2550248	2553387	Ctg001
28401	0	2553387	2555647	Ctg001
28451	0	2555647	2564069	Ctg001
28501	0	2564069	2573695	Ctg001
28551	0	2573695	2578089	Ctg001
28601	0	2578089	2590107	Ctg001
28651	0	2590107	2598151	Ctg001
28701	0	2598151	2600980	Ctg001
28751	0	2602269	2608303	Ctg001
28801	0	2608303	2614437	Ctg001
28851	0	2614437	2619463	Ctg001
28901	0	2619463	2629409	Ctg001
28951	0	2629409	2635418	Ctg001
29001	0	2635418	2636828	Ctg001
29051	0	2636828	2638552	Ctg001
29101	0	2638552	2639422	Ctg001
29151	0	2639422	2639912	Ctg001
29201	0	2639912	2640320	Ctg001
29251	0	2640320	2641184	Ctg001
29301	0	2641184	2643033	Ctg001
29351	0	2643033	2644736	Ctg001
29401	0	2644736	2645520	Ctg001
29451	0	2645520	2646232	Ctg001
29501	0	2646232	2646946	Ctg001
29551	0	2646946	2647803	Ctg001
29601	0	2647803	2648356	Ctg001
29651	0	2648356	2651784	Ctg001
29701	0	2651784	2653133	Ctg001
29751	0	2653133	2654922	Ctg001
29801	0	2654922	2656253	Ctg001
29851	0	2656253	2657768	Ctg001
29901	0	2657768	2659379	Ctg001
29951	0	2659379	2660800	Ctg001
30001	0	2660800	2662585	Ctg001
30051	0	2662585	2664200	Ctg001
30101	0	2664200	2665583	Ctg001
30151	0	2665583	2669599	Ctg001
30201	0	2669620	2671474	Ctg001
30251	0	2671474	2672645	Ctg001
30301	0	2672849	2673863	Ctg001
30351	0	2673905	2674704	Ctg001
30401	0	2674704	2675514	Ctg001
30451	0	2675702	2676521	Ctg001
30501	0	2676574	2678058	Ctg001
30551	0	2678058	2679492	Ctg001
30601	0	2679492	2680659	Ctg001
30651	0	2680659	2681322	Ctg001
30701	0	2681342	2683436	Ctg001
30751	0	2683436	2684739	Ctg001
30801	0	2684739	2686192	Ctg001
30851	0	2686192	2686984	Ctg001
30901	0	2686984	2688356	Ctg001
30951	0	2688356	2689283	Ctg001
31001	0	2689283	2694997	Ctg001
31051	0	2694997	2698989	Ctg001
31101	0	2698989	2708127	Ctg001
31151	0	2708204	2712286	Ctg001
31201	0	2712360	2717155	Ctg001
31251	0	2717398	2719908	Ctg001
31301	0	2719977	2721520	Ctg001
31351	0	2721580	2723252	Ctg001
31401	0	2723325	2726432	Ctg001
31451	0	2726504	2728794	Ctg001
31501	0	2728794	2730980	Ctg001
31551	0	2730980	2733029	Ctg001
31601	0	2733049	2735059	Ctg001
31651	0	2735167	2741325	Ctg001
31701	0	2741408	2748284	Ctg001
31751	0	2748299	2751819	Ctg001
31801	0	2751876	2755494	Ctg001
31851	0	2755494	2757808	Ctg001
31901	0	2757853	2760921	Ctg001
31951	0	2760936	2762969	Ctg001
32001	0	2763127	2765478	Ctg001
32051	0	2765478	2767473	Ctg001
32101	0	2767491	2769947	Ctg001
32151	0	2770323	2772177	Ctg001
32201	0	2772177	2774877	Ctg001
32251	0	2774877	2778767	Ctg001
32301	0	2778913	2780492	Ctg001
32351	0	2780576	2783199	Ctg001
32401	0	2783199	2785913	Ctg001
32451	0	2785913	2788469	Ctg001
32501	0	2788469	2790922	Ctg001
32551	0	2790922	2792536	Ctg001
32601	0	2792548	2795018	Ctg001
32651	0	2795018	2797601	Ctg001
32701	0	2797601	2799646	Ctg001
32751	0	2799646	2800694	Ctg001
32801	0	2800694	2801695	Ctg001
32851	0	2801695	2802981	Ctg001
32901	0	2802981	2804210	Ctg001
32951	0	2804233	2804911	Ctg001
33001	0	2804911	2805870	Ctg001
33051	0	2805870	2806910	Ctg001
33101	0	2806910	2810359	Ctg001
33151	0	2810359	2816484	Ctg001
33201	0	2816484	2819068	Ctg001
33251	0	2819172	2821480	Ctg001
33301	0	2821480	2824044	Ctg001
33351	0	2824044	2826531	Ctg001
33401	0	2826645	2829592	Ctg001
33451	0	2829592	2831166	Ctg001
33501	0	2831229	2832940	Ctg001
33551	0	2833189	2835746	Ctg001
33601	0	2835834	2839078	Ctg001
33651	0	2839192	2841526	Ctg001
33701	0	2841526	2844716	Ctg001
33751	0	2844716	2847201	Ctg001
33801	0	2847201	2849208	Ctg001
33851	0	2849208	2851594	Ctg001
33901	0	2851606	2853486	Ctg001
33951	0	2853486	2856194	Ctg001
34001	0	2856307	2860089	Ctg001
34051	0	2860089	2860977	Ctg001
34101	0	2860977	2861836	Ctg001
34151	0	2861836	2862766	Ctg001
34201	0	2862766	2864071	Ctg001
34251	0	2864071	2865080	Ctg001
34301	0	2865080	2865680	Ctg001
34351	0	2865680	2866953	Ctg001
34401	0	2866953	2867901	Ctg001
34451	0	2867901	2869308	Ctg001
34501	0	2869308	2871363	Ctg001
34551	0	2871382	2871976	Ctg001
34601	0	2872006	2872841	Ctg001
34651	0	2872841	2873442	Ctg001
34701	0	2873505	2874314	Ctg001
34751	0	2874331	2875549	Ctg001
34801	0	2875549	2876531	Ctg001
34851	0	2876531	2878345	Ctg001
34901	0	2878345	2879886	Ctg001
34951	0	2879886	2882349	Ctg001
35001	0	2882349	2884111	Ctg001
35051	0	2884111	2886977	Ctg001
35101	0	2886977	2888381	Ctg001
35151	0	2888381	2889964	Ctg001
35201	0	2889964	2890936	Ctg001
35251	0	2890970	2892476	Ctg001
35301	0	2892476	2894198	Ctg001
35351	0	2894198	2894940	Ctg001
35401	0	2894940	2896196	Ctg001
35451	0	2896196	2897592	Ctg001
35501	0	2897592	2899615	Ctg001
35551	0	2899615	2901179	Ctg001
35601	0	2901346	2902557	Ctg001
35651	0	2902557	2907266	Ctg001
35701	0	2907266	2914688	Ctg001
35751	0	2914688	2916188	Ctg001
35801	0	2916237	2917128	Ctg001
35851	0	2917128	2917946	Ctg001
35901	0	2917946	2919039	Ctg001
35951	0	2919039	2920039	Ctg001
36001	0	2920039	2921552	Ctg001
36051	0	2921552	2922091	Ctg001
36101	0	2922091	2923343	Ctg001
36151	0	2923343	2925121	Ctg001
36201	0	2925121	2926201	Ctg001
36251	0	2926201	2927136	Ctg001
36301	0	2927136	2928550	Ctg001
36351	0	2928550	2930093	Ctg001
36401	0	2930093	2931384	Ctg001
36451	0	2931384	2932664	Ctg001
36501	0	2932664	2934253	Ctg001
36551	0	2934253	2935489	Ctg001
36601	0	2935526	2936381	Ctg001
36651	0	2936441	2937248	Ctg001
36701	0	2937248	2938363	Ctg001
36751	0	2938456	2939938	Ctg001
36801	0	2939972	2941525	Ctg001
36851	0	2941548	2943791	Ctg001
36901	0	2943791	2957633	Ctg001
36951	0	2957633	2967629	Ctg001
37001	0	2967629	2977661	Ctg001
37051	0	2977661	2981828	Ctg001
37101	0	2983009	2987327	Ctg001
37151	0	2987327	2994659	Ctg001
37201	0	2994659	3000470	Ctg001
37251	0	3001087	3010828	Ctg001
37301	0	3010828	3020862	Ctg001
37351	0	3020862	3036086	Ctg001
37401	0	3036086	3042570	Ctg001
